0,0.019695,0,0.003331,0,0.050444,0,0.045789,0,0,0,0,0,0.000197,0,0,0,0,0,0
0,0.013012,0,0.005257,0,0.051426,0,0.042827,0,0,0,0,0,0.000361,0,0,0,0,0,0
0,0.033563,0,0.021964,0,0.050148,0,0.043142,0,0,0,0,0,0.000296,0,0,0,0,0,0
0,0.018264,0,0.003956,0,0.045543,0,0.042092,0,0,0,0,0,0.00023,0,0,0,0,0,0
0,0.01805,0,0.003019,0,0.042769,0,0.069754,0,0,0,0,0,0.000263,0,0,0,0,0,0
0,0.022102,0,0.080258,0,0.019347,0,0.029931,0,0,0,0,0,0.000197,0,0,0,0,0,0
0,0.083539,0,0.003956,0,0.010176,0,0.026486,0,0,0,0,0,0.00023,0,0,0,0,0,0
0,0.015355,0,0.010566,0,0.335967,0,0.052405,0,0,0,0,0,0.000263,0,0,0,0,0,0
0,0.029566,0,0.007911,0,0.04792,0,0.045579,0,0,0,0,0,0.000263,0,0,0,0,0,0
0,0.014462,0,0.00203,0,0.218708,0,0.04016,0,0,0,0,0,0.000329,0,0,0,0,0,0
0,0.080695,0,0.002186,0,0.218093,0,0.033249,0,0,0,0,0,0.000427,0,0,0,0,0,0
0,0.089544,0,0.006454,0,0.040946,0,0.030372,0,0,0,0,0,0.00023,0,0,0,0,0,0
0,0.120123,0,0.013116,0,1,0,0.071225,0,0,0,0,0,0.000296,0,0,0,0,0,0
0,0.093986,0,0.005257,0,0.260418,0,0.062592,0,0,0,0,0,0.000263,0,0,0,0,0,0
0,0.012966,0,0.001613,0,0.041421,0,0.033774,0,0,0,0,0,0.000296,0,0,0,0,0,0
0,0.074914,0,0.00484,0,0.040673,0,0.033081,0,0,0,0,0,0.000197,0,0,0,0,0,0
0,0.026945,0,0.003643,0,0.25808,0,0.040202,0,0,0,0,0,0.000263,0,0,0,0,0,0
0,0.037643,0,0.004684,0,0.080778,0,0.036652,0,0,0,0,0,0.001216,0,0,0,0,0,0
0,0.086086,0,0.00026,0,0.087969,0,0.032577,0,0,0,0,0,0.000591,0,0,0,0,0,0
0,0.109927,0,0.012075,0,0.25748,0,0.055198,0,0,0,0,0,0.000197,0,0,0,0,0,0
0,0.09802,0,0.42034,0,0.03285,0,0.037597,0,0,0,0,0,0.00023,0,0,0,0,0,0
